停水範圍,停水期間,恢復供水時間,查詢電話,發佈期間,發佈區域
【停水區域一】苗栗縣頭份鎮濫坑里 金印山莊地區  (預計施工期4~5個月)建請裝置加壓馬達用水,2016/03/25 19:0至2016/08/31 19:0,2016/3/25至2016/8/31每日下午 07:00以後,623500   628000,2016/3/25~2016/9/1,351苗栗縣頭份鎮     
,,,04-7353883,2016/7/4~2016/10/1,
【停水區域一】南投縣集集鎮八張里;永昌里;吳厝里,2016/07/14 8:0至2016/09/30 18:0,2016/09/30 18:0(8:00至18:00),049-2762076,2016/7/13~2016/10/1,552南投縣集集鎮     
【停水區域一】台中市烏日區九德里;興祥街以東、環中路以西、中山路一段以北、建國路以南包圍範圍內（興祥街雙號側及其巷弄、長春街40至300號間及其巷弄、中山路一段雙號側2至380號間及其巷弄、中華路2至410號間及其巷弄、九德街全線含巷弄、興德街、環中路六段)。(非整日停水，僅幹管改接及用戶施作需停水),2016/07/18 9:0至2016/08/31 19:0,2016/08/31 19:0(每日上午9點至下午7點),04-23381614,2016/7/18~2016/9/1,414台中市烏日區     
【停水區域一】南投縣魚池鄉大林村、共和村,2016/04/08 9:0至2016/10/31 18:0,2016/10/31 18:0(每日上午9點至下午6點(假日採不停水施工，水壓可能略有降低)),049-2915176,2016/7/20~2016/11/1,555南投縣魚池鄉     
【停水區域一】台中市西屯區華美西街二段;文心路三段;漢口路二段;甘肅路一段;寧夏西七街;寧夏西四街;寧夏西三街;寧夏西一街;寧夏西二街;寧夏路;寧夏路96巷;寧夏路89巷;寧夏東八街;寧夏東七街;寧夏東六街;寧夏東五街;寧夏東四街;寧夏東三街;寧夏東一街;寧夏東二街;寧夏東二街51巷;漢成街;漢成一街;漢成一街29巷;漢成四街;漢成三街;漢成二街;漢成五街;漢成六街;漢成七街;漢成一街29巷;成都路;成都路115巷;成都路131巷;漢口路二段225巷;永昌街;永昌三街;永昌二街;永昌一街;永昌街18巷;永昌二街58巷;永昌二街80巷;河南路一段;河南東五街;河南東三街;河南東二街;河南東一街;河南東一街46巷;河南東四街;重慶路;成都路;合江街;內江街;內江街63巷;甘肅路一段206巷;大信街,2016/07/26 8:30至2016/08/25 18:30,2016/08/25 18:30(每日上午8點30分至下午6點 30分),1910;04-22442469,2016/7/20~2016/8/26,407台中市西屯區     
【停水區域一】台中市沙鹿區三鹿里、埔子里、自強路、自立路、中園街、國昌一街、國昌二街、國昌三街、國昌四街、中樂街、正德路、正順路、正英路附近區域(含巷弄)。;台中市龍井區龍泉里、龍社路、南社路、中社路、水裡社街附近區域(含巷弄)。,2016/07/22 19:0至2016/08/31 23:0,2016/08/31 23:0(每日晚上7點至晚上11點),26312127,2016/7/22~2016/9/1,433台中市沙鹿區     434台中市龍井區     
【停水區域一】南投縣草屯鎮加老里.加老南路.加老路.芬草路部分巷弄,2016/07/25 8:0至2016/08/31 17:0,2016/08/31 17:0(每日上午8點至下午5點),049-2563505,2016/7/25~2016/9/1,542南投縣草屯鎮     
【停水區域一】南投縣草屯鎮土城里.玉屏路.三層巷.二坪巷.中正路等部分巷弄,2016/07/25 8:0至2016/08/31 18:0,2016/08/31 18:0(每日上午8點至下午6點),049-2563505,2016/7/25~2016/9/1,542南投縣草屯鎮     
【停水區域一】台中市烏日區溪南路一段81~801號單號側含巷弄、福泰街含巷弄、後底溪路含巷弄、環中路8段206弄（含弄）、260巷（含弄）、332巷（含弄）、588巷（含弄）、溪福路1~130號間含巷弄,2016/06/30 9:0至2016/08/31 19:0,2016/08/31 19:0(),0423381614,2016/7/28~2016/9/1,414台中市烏日區     
