SiteName,MonitorDate,Concentration,ItemUnit
忠明,2016-03-16,26,μg/m3
豐原,2016-03-16,18,μg/m3
三義,2016-03-16,9,μg/m3
苗栗,2016-03-16,28,μg/m3
新竹,2016-03-16,24,μg/m3
竹東,2016-03-16,20,μg/m3
平鎮,2016-03-16,24,μg/m3
桃園,2016-03-16,24,μg/m3
萬華,2016-03-16,22,μg/m3
士林,2016-03-16,23,μg/m3
板橋,2016-03-16,23,μg/m3
汐止,2016-03-16,19,μg/m3
基隆,2016-03-16,15,μg/m3
馬公,2016-03-13,24,μg/m3
金門,2016-03-13,,μg/m3
馬祖,2016-03-13,18,μg/m3
宜蘭,2016-03-13,7,μg/m3
陽明,2016-03-13,6,μg/m3
花蓮,2016-03-13,8,μg/m3
臺東,2016-03-13,9,μg/m3
恆春,2016-03-13,6,μg/m3
屏東,2016-03-13,55,μg/m3
前金,2016-03-13,52,μg/m3
美濃,2016-03-13,42,μg/m3
臺南,2016-03-13,42,μg/m3
新營,2016-03-13,39,μg/m3
嘉義,2016-03-13,49,μg/m3
朴子,2016-03-13,48,μg/m3
斗六,2016-03-13,54,μg/m3
南投,2016-03-13,39,μg/m3
彰化,2016-03-13,35,μg/m3
忠明,2016-03-13,33,μg/m3
豐原,2016-03-13,30,μg/m3
三義,2016-03-13,21,μg/m3
苗栗,2016-03-13,27,μg/m3
新竹,2016-03-13,25,μg/m3
竹東,2016-03-13,21,μg/m3
平鎮,2016-03-13,26,μg/m3
桃園,2016-03-13,32,μg/m3
萬華,2016-03-13,27,μg/m3
士林,2016-03-13,23,μg/m3
板橋,2016-03-13,30,μg/m3
汐止,2016-03-13,20,μg/m3
基隆,2016-03-13,16,μg/m3
馬公,2016-03-10,7,μg/m3
金門,2016-03-10,10,μg/m3
馬祖,2016-03-10,,μg/m3
宜蘭,2016-03-10,2,μg/m3
陽明,2016-03-10,,μg/m3
花蓮,2016-03-10,,μg/m3
臺東,2016-03-10,3,μg/m3
恆春,2016-03-10,2,μg/m3
屏東,2016-03-10,34,μg/m3
前金,2016-03-10,32,μg/m3
美濃,2016-03-10,25,μg/m3
臺南,2016-03-10,21,μg/m3
新營,2016-03-10,16,μg/m3
嘉義,2016-03-10,19,μg/m3
朴子,2016-03-10,12,μg/m3
斗六,2016-03-10,14,μg/m3
南投,2016-03-10,14,μg/m3
彰化,2016-03-10,9,μg/m3
忠明,2016-03-10,7,μg/m3
豐原,2016-03-10,4,μg/m3
三義,2016-03-10,4,μg/m3
苗栗,2016-03-10,7,μg/m3
新竹,2016-03-10,7,μg/m3
竹東,2016-03-10,5,μg/m3
平鎮,2016-03-10,7,μg/m3
桃園,2016-03-10,5,μg/m3
萬華,2016-03-10,,μg/m3
士林,2016-03-10,3,μg/m3
板橋,2016-03-10,6,μg/m3
汐止,2016-03-10,5,μg/m3
基隆,2016-03-10,6,μg/m3
馬公,2016-03-07,24,μg/m3
金門,2016-03-07,27,μg/m3
馬祖,2016-03-07,17,μg/m3
宜蘭,2016-03-07,15,μg/m3
陽明,2016-03-07,15,μg/m3
花蓮,2016-03-07,16,μg/m3
臺東,2016-03-07,6,μg/m3
恆春,2016-03-07,9,μg/m3
屏東,2016-03-07,35,μg/m3
前金,2016-03-07,41,μg/m3
美濃,2016-03-07,33,μg/m3
臺南,2016-03-07,56,μg/m3
新營,2016-03-07,64,μg/m3
嘉義,2016-03-07,67,μg/m3
朴子,2016-03-07,49,μg/m3
斗六,2016-03-07,66,μg/m3
南投,2016-03-07,56,μg/m3
彰化,2016-03-07,45,μg/m3
忠明,2016-03-07,39,μg/m3
豐原,2016-03-07,38,μg/m3
三義,2016-03-07,30,μg/m3
苗栗,2016-03-07,39,μg/m3
新竹,2016-03-07,36,μg/m3
竹東,2016-03-07,41,μg/m3
平鎮,2016-03-07,36,μg/m3
桃園,2016-03-07,31,μg/m3
萬華,2016-03-07,16,μg/m3
士林,2016-03-07,21,μg/m3
板橋,2016-03-07,23,μg/m3
汐止,2016-03-07,17,μg/m3
基隆,2016-03-07,15,μg/m3
馬公,2016-03-04,16,μg/m3
金門,2016-03-04,62,μg/m3
馬祖,2016-03-04,28,μg/m3
宜蘭,2016-03-04,11,μg/m3
陽明,2016-03-04,14,μg/m3
花蓮,2016-03-04,,μg/m3
臺東,2016-03-04,7,μg/m3
恆春,2016-03-04,6,μg/m3
屏東,2016-03-04,49,μg/m3
前金,2016-03-04,,μg/m3
美濃,2016-03-04,35,μg/m3
臺南,2016-03-04,47,μg/m3
新營,2016-03-04,42,μg/m3
嘉義,2016-03-04,36,μg/m3
朴子,2016-03-04,42,μg/m3
斗六,2016-03-04,36,μg/m3
南投,2016-03-04,27,μg/m3
彰化,2016-03-04,36,μg/m3
忠明,2016-03-04,32,μg/m3
豐原,2016-03-04,19,μg/m3
三義,2016-03-04,21,μg/m3
苗栗,2016-03-04,29,μg/m3
新竹,2016-03-04,35,μg/m3
竹東,2016-03-04,26,μg/m3
平鎮,2016-03-04,42,μg/m3
桃園,2016-03-04,27,μg/m3
萬華,2016-03-04,21,μg/m3
士林,2016-03-04,29,μg/m3
板橋,2016-03-04,26,μg/m3
汐止,2016-03-04,23,μg/m3
基隆,2016-03-04,24,μg/m3
馬公,2016-03-01,25,μg/m3
金門,2016-03-01,54,μg/m3
馬祖,2016-03-01,50,μg/m3
宜蘭,2016-03-01,18,μg/m3
陽明,2016-03-01,19,μg/m3
花蓮,2016-03-01,20,μg/m3
臺東,2016-03-01,20,μg/m3
恆春,2016-03-01,19,μg/m3
屏東,2016-03-01,53,μg/m3
前金,2016-03-01,48,μg/m3
美濃,2016-03-01,45,μg/m3
臺南,2016-03-01,47,μg/m3
新營,2016-03-01,46,μg/m3
嘉義,2016-03-01,51,μg/m3
朴子,2016-03-01,38,μg/m3
斗六,2016-03-01,48,μg/m3
南投,2016-03-01,43,μg/m3
彰化,2016-03-01,30,μg/m3
忠明,2016-03-01,32,μg/m3
豐原,2016-03-01,29,μg/m3
三義,2016-03-01,27,μg/m3
苗栗,2016-03-01,25,μg/m3
新竹,2016-03-01,22,μg/m3
竹東,2016-03-01,21,μg/m3
平鎮,2016-03-01,20,μg/m3
桃園,2016-03-01,20,μg/m3
萬華,2016-03-01,20,μg/m3
士林,2016-03-01,,μg/m3
板橋,2016-03-01,20,μg/m3
汐止,2016-03-01,20,μg/m3
基隆,2016-03-01,19,μg/m3
馬公,2016-02-27,9,μg/m3
金門,2016-02-27,27,μg/m3
馬祖,2016-02-27,14,μg/m3
宜蘭,2016-02-27,5,μg/m3
陽明,2016-02-27,,μg/m3
花蓮,2016-02-27,,μg/m3
臺東,2016-02-27,5,μg/m3
恆春,2016-02-27,18,μg/m3
屏東,2016-02-27,47,μg/m3
前金,2016-02-27,41,μg/m3
美濃,2016-02-27,48,μg/m3
臺南,2016-02-27,34,μg/m3
新營,2016-02-27,36,μg/m3
嘉義,2016-02-27,37,μg/m3
朴子,2016-02-27,31,μg/m3
斗六,2016-02-27,,μg/m3
南投,2016-02-27,32,μg/m3
彰化,2016-02-27,19,μg/m3
忠明,2016-02-27,19,μg/m3
豐原,2016-02-27,16,μg/m3
三義,2016-02-27,9,μg/m3
苗栗,2016-02-27,16,μg/m3
新竹,2016-02-27,11,μg/m3
竹東,2016-02-27,11,μg/m3
平鎮,2016-02-27,10,μg/m3
桃園,2016-02-27,8,μg/m3
萬華,2016-02-27,13,μg/m3
士林,2016-02-27,11,μg/m3
板橋,2016-02-27,,μg/m3
汐止,2016-02-27,9,μg/m3
基隆,2016-02-27,6,μg/m3
馬公,2016-02-24,28,μg/m3
金門,2016-02-24,29,μg/m3
馬祖,2016-02-24,44,μg/m3
宜蘭,2016-02-24,12,μg/m3
陽明,2016-02-24,6,μg/m3
花蓮,2016-02-24,7,μg/m3
臺東,2016-02-24,6,μg/m3
恆春,2016-02-24,5,μg/m3
屏東,2016-02-24,47,μg/m3
前金,2016-02-24,40,μg/m3
美濃,2016-02-24,38,μg/m3
臺南,2016-02-24,28,μg/m3
新營,2016-02-24,,μg/m3
嘉義,2016-02-24,25,μg/m3
朴子,2016-02-24,25,μg/m3
斗六,2016-02-24,21,μg/m3
南投,2016-02-24,,μg/m3
彰化,2016-02-24,17,μg/m3
忠明,2016-02-24,15,μg/m3
豐原,2016-02-24,12,μg/m3
三義,2016-02-24,14,μg/m3
苗栗,2016-02-24,17,μg/m3
新竹,2016-02-24,22,μg/m3
竹東,2016-02-24,,μg/m3
平鎮,2016-02-24,21,μg/m3
桃園,2016-02-24,19,μg/m3
萬華,2016-02-24,18,μg/m3
士林,2016-02-24,12,μg/m3
板橋,2016-02-24,19,μg/m3
汐止,2016-02-24,20,μg/m3
基隆,2016-02-24,19,μg/m3
馬公,2016-02-21,33,μg/m3
金門,2016-02-21,45,μg/m3
馬祖,2016-02-21,41,μg/m3
宜蘭,2016-02-21,30,μg/m3
陽明,2016-02-21,24,μg/m3
花蓮,2016-02-21,27,μg/m3
臺東,2016-02-21,23,μg/m3
恆春,2016-02-21,20,μg/m3
屏東,2016-02-21,55,μg/m3
前金,2016-02-21,,μg/m3
美濃,2016-02-21,,μg/m3
臺南,2016-02-21,50,μg/m3
新營,2016-02-21,48,μg/m3
嘉義,2016-02-21,57,μg/m3
朴子,2016-02-21,45,μg/m3
斗六,2016-02-21,67,μg/m3
南投,2016-02-21,,μg/m3
彰化,2016-02-21,55,μg/m3
忠明,2016-02-21,55,μg/m3
豐原,2016-02-21,46,μg/m3
三義,2016-02-21,32,μg/m3
苗栗,2016-02-21,37,μg/m3
新竹,2016-02-21,30,μg/m3
竹東,2016-02-21,28,μg/m3
平鎮,2016-02-21,27,μg/m3
桃園,2016-02-21,27,μg/m3
萬華,2016-02-21,28,μg/m3
士林,2016-02-21,27,μg/m3
板橋,2016-02-21,28,μg/m3
汐止,2016-02-21,28,μg/m3
基隆,2016-02-21,27,μg/m3
馬公,2016-02-18,20,μg/m3
金門,2016-02-18,28,μg/m3
馬祖,2016-02-18,23,μg/m3
宜蘭,2016-02-18,12,μg/m3
陽明,2016-02-18,,μg/m3
花蓮,2016-02-18,10,μg/m3
臺東,2016-02-18,5,μg/m3
恆春,2016-02-18,5,μg/m3
