停水範圍,停水期間,恢復供水時間,查詢電話,發佈期間,發佈區域
【停水區域一】南投縣水里鄉民族路、玉山街、北埔街、東三街、五福路、博愛路、六合路、中山二街、中山路一段等路段(含巷弄)。;鉅工村;南光村;北埔村,2015/11/30 8:30至2016/04/29 18:0,2016/04/29 18:0以後,049-2762076#203,2015/11/30~2016/4/30,553南投縣水里鄉     
【停水區域一】高雄市甲仙區光華路;高雄市杉林區通仙巷,2015/11/10 8:0至2016/05/20 21:0,2016/05/20 21:0以後,076613807,2015/11/30~2016/5/21,847高雄市甲仙區     846高雄市杉林區     
【停水區域一】南投縣竹山鎮民生巷、沉潭巷及其部分巷道,2015/10/13 14:0至2016/02/29 18:0,2016/02/29 18:0以後,0492642074,2015/12/7~2016/3/1,557南投縣竹山鎮     557南投縣竹山鎮     
【停水區域一】南投縣南投市軍功里;軍功路(含巷弄);下雨天不施工順延,2015/12/21 8:30至2016/01/20 18:0,2016/01/20 18:0以後,049-2563505,2015/12/16~2016/1/21,540南投縣南投市     
【停水區域一】南投縣仁愛鄉大同村,2015/12/23 21:0至2016/01/30 8:0,2016/01/30 8:0以後,049-2915176,2015/12/23~2016/1/31,546南投縣仁愛鄉     
【停水區域一】雲林縣虎尾鎮新興里;中山里,2015/12/29 8:0至2016/01/28 18:30,2016/01/28 18:30以後,056322047,2015/12/28~2016/1/29,632雲林縣虎尾鎮     
【停水區域一】嘉義縣中埔鄉金蘭村;裕民村;義仁村,2015/12/14 8:0至2016/03/15 19:0,2016/03/15 19:0以後,05-2611075,2015/12/30~2016/3/16,606嘉義縣中埔鄉     
【停水區域一】台中市烏日區烏日里大同路、大同二街、大同三街、大同五街、大同六街、大同七街、大同八街、大同十街、民族街、民權街、民生街、永春東三南路、光日路（建國路以北）。（以上分段施工）,2015/10/15 8:30至2016/01/31 18:0,2016/01/31 18:0以後,04-23381614,2015/12/31~2016/2/1,414台中市烏日區     
,,,04-7353883,2016/1/4~2016/4/1,
【停水區域一】台中市沙鹿區三鹿里、埔子里、自強路、自立路、中園街、國昌一街、國昌二街、國昌三街、國昌四街、中樂街、正德路、正順路、正英路附近區域(含巷弄)。;台中市龍井區龍泉里、龍社路、南社路、中社路、水裡社街附近區域(含巷弄)。,2016/01/01 19:0至2016/01/31 23:0,2016/01/31 23:0以後,26312127,2016/1/4~2016/2/1,433台中市沙鹿區     434台中市龍井區     
【停水區域一】台中市大里區立仁里;新仁里;東昇里;內新里;好來一街;好來七街;好來二街;好來三街;好來五街;好來六街;台中市太平區太平里;建國里;永平路一段;永平路二段;永平路三段;永豐北路;永豐路;新仁路一段;新平路二段;精美一街;精美路,2016/01/05 8:30至2016/01/31 17:30,2016/01/31 17:30以後,04-22442469,2016/1/7~2016/2/1,412台中市大里區     411台中市太平區     
【停水區域一】彰化縣秀水鄉金興村、陜西村等一帶;彰化縣花壇鄉花壇村一帶,2016/01/07 8:0至2016/01/21 18:0,2016/01/21 18:0以後,監工人員-蘇健源04-7245031*302、承包商-裕緯營造工程有限公司-林美秀04-8911223,2016/1/7~2016/1/22,504彰化縣秀水鄉     503彰化縣花壇鄉     
【停水區域一】南投縣草屯鎮草屯市區轄區(均含巷弄);上林里;土城里;山腳里;中山里;中正里;玉峰里;和平里;明正里;炎峰里;復興里;敦和里;敦和里;新庄里;新厝里;碧洲里;碧峰里;復興里(均含巷弄),2016/01/08 16:0至2016/01/24 23:59,2016/01/24 23:59以後,049-2563505,2016/1/8~2016/1/25,542南投縣草屯鎮     
【停水區域一】屏東縣牡丹鄉四林村;屏東縣車城鄉保力村;屏東縣恆春鎮全區;屏東縣滿州鄉全區,2016/01/19 9:0至2016/01/19 17:0,2016/01/19 17:0以後,1910,2016/1/11~2016/1/20,945屏東縣牡丹鄉     944屏東縣車城鄉     946屏東縣恆春鎮     947屏東縣滿州鄉     
【停水區域一】彰化縣北斗鎮西德里;中山路一段260巷22.23.30.36.37等弄{全部},2016/01/12 9:0至2016/01/25 17:0,2016/01/25 17:0以後,04-8882073     0912975533,2016/1/12~2016/1/26,521彰化縣北斗鎮     
【停水區域一】彰化縣埤頭鄉新庄村;新庄路396.375.93.66等巷{全部};芙朝路,2016/01/13 8:0至2016/01/30 17:0,2016/01/30 17:0以後,04-8882073     0912975533,2016/1/12~2016/1/31,523彰化縣埤頭鄉     
【停水區域一】台南市官田區隆田里{全部無水};隆本里{全部無水};中山路一段{全部無水};三民路{全部無水};春節期間105年2月1日~2月14日禁挖正常供水;於105年2月15日進場開挖每日上午8點至下午6點全部無水,2016/01/20 8:0至2016/03/31 18:0每日上午8點至下午6點,每日下午6點後至翌日早上8點,(06)5721166,2016/1/12~2016/4/1,720台南市官田區     
【停水區域一】台中市南屯區五權西路二段;大墩四街;大墩六街;大墩七街;惠德街全部{全部；惠心街;田心北三巷;萬和路二段,2016/01/01 9:0至2016/01/31 18:0,2016/01/31 18:0以後,1910、(04)22442469,2016/1/13~2016/2/1,408台中市南屯區     
,,,1910,2016/1/13~2016/1/25,
【停水區域一】高雄市大樹區三和里;大坑里;三和路;大坑路,2016/01/18 8:0至2016/02/06 19:0,2016/02/06 19:0以後,(07)7424163,2016/1/13~2016/2/7,840高雄市大樹區     
【停水區域一】高雄市大寮區過溪里,2016/01/18 8:0至2016/02/06 18:0,2016/02/06 18:0以後,(07)7424163,2016/1/13~2016/2/7,831高雄市大寮區     
【停水區域一】新北市三峽區溪北里、溪東里、成福里、竹崙里;介壽路三段、橫溪路、溪北街，溪東路，成福路，紫微、竹坑路。;新北市土城區大安里、員仁里、沛陂里、永寧里、頂埔里、祖田里、頂新里、頂福里共8里。;【亞洲路、員安路、大安路、永安街、永和街、承天路、南天母路、永寧路、永平路、大暖路、中州路、頂埔街、溪頭路、龍泉路、中央路4段、民安街、金安街、福安街、德安街、三民路、民族路、信義路、中山路、成功街、復興街、中興街、自由街、民權街、民生街、自強街、勝利街、忠義路(高速公路以南)、土城工業區等全部（含單雙號及巷弄）、城林路（單號）、、中央路3段103號~285-2號（含巷弄）、中央路3段116巷~284號（含巷弄）】,2016/01/19 0:0至2016/01/19 9:0,2016/01/19 9:0以後,1910客服中心  土城服務所2265-5172  鶯歌服務所2679-2224  區管理處2996-8961,2016/1/14~2016/1/20,237新北市三峽區     236新北市土城區     
【停水區域一】新北市板橋區大觀路1段1號至59號雙側(含巷弄),2016/01/18 9:0至2016/01/29 18:0,2016/01/29 18:0以後,(02)29968961#308,2016/1/14~2016/1/30,220新北市板橋區     
【停水區域一】新北市板橋區大觀路2段59巷至339號單號側(含巷弄),2016/01/18 9:0至2016/01/27 18:0,2016/01/27 18:0以後,(02)29968961#308,2016/1/14~2016/1/28,220新北市板橋區     
,,,5972682,2016/1/15~2016/1/19,
【停水區域一】南投縣南投市南投市彰南路三段190號至1123號路段(包含巷弄);成功東路(包含巷弄);華陽路巷弄;自立一路巷弄;中華路巷弄,2016/01/18 9:0至2016/01/18 20:0,2016/01/18 20:0以後,2222635,2016/1/15~2016/1/19,540南投縣南投市     
【停水區域一】新北市林口區興林一街151巷全,2016/01/18 9:0至2016/01/18 16:0,2016/01/18 16:0以後,02-26031880,2016/1/15~2016/1/19,244新北市林口區     
【停水區域一】新北市林口區興林一街151巷全,2016/01/18 9:0至2016/01/18 16:0,2016/01/18 16:0以後,02-26031880,2016/1/15~2016/1/19,244新北市林口區     
【停水區域一】新北市林口區興林一街151巷全,2016/01/18 9:0至2016/01/18 16:0,2016/01/18 16:0以後,02-26031880,2016/1/15~2016/1/19,244新北市林口區     
【停水區域一】台中市龍井區三德里、龍津里、三港路、三港路188巷等附近區域含巷弄。,2016/01/18 8:30至2016/01/18 15:30,2016/01/18 15:30以後,04-26312127,2016/1/16~2016/1/19,434台中市龍井區     
